Время, T, RH
12.05.22 14:30:56,13.48,59.61
12.05.22 14:50:56,13.28,56.20
12.05.22 15:10:56,14.61,53.48
12.05.22 15:30:56,12.94,56.69
12.05.22 15:50:56,12.11,60.25
12.05.22 16:10:56,12.19,58.27
12.05.22 16:30:56,12.88,59.10
12.05.22 16:50:56,12.06,61.98
12.05.22 17:10:56,11.30,62.61
12.05.22 17:30:56,11.00,63.90
12.05.22 17:50:56,10.70,65.59
12.05.22 18:10:56,10.44,66.29
12.05.22 18:30:56,10.14,69.54
12.05.22 18:50:56,9.77,72.26
12.05.22 19:10:56,9.67,74.66
12.05.22 19:30:56,9.28,77.33
12.05.22 19:50:56,8.72,77.49
12.05.22 20:10:56,8.26,80.64
12.05.22 20:30:56,7.88,80.93
12.05.22 20:50:56,7.57,82.14
12.05.22 21:10:56,7.24,82.65
12.05.22 21:30:56,7.32,83.20
12.05.22 21:50:56,7.26,83.71
12.05.22 22:10:56,7.06,83.64
12.05.22 22:30:56,6.98,83.06
12.05.22 22:50:56,7.34,81.93
12.05.22 23:10:56,7.54,80.85
12.05.22 23:30:56,7.86,78.23
12.05.22 23:50:56,7.82,78.22
13.05.22 00:10:56,7.94,77.21
13.05.22 00:30:56,7.90,76.90
13.05.22 00:50:56,7.64,77.80
13.05.22 01:10:56,7.24,79.50
13.05.22 01:30:56,7.06,81.04
13.05.22 01:50:56,7.12,81.13
13.05.22 02:10:56,7.46,80.24
13.05.22 02:30:56,7.72,79.06
13.05.22 02:50:56,7.88,78.07
13.05.22 03:10:56,7.54,82.53
13.05.22 03:30:56,6.99,88.19
13.05.22 03:50:56,6.62,91.57
13.05.22 04:10:56,6.42,93.34
13.05.22 04:30:56,6.34,94.02
13.05.22 04:50:56,6.26,94.59
13.05.22 05:10:56,6.24,95.01
13.05.22 05:30:56,6.26,95.22
13.05.22 05:50:56,6.24,95.39
13.05.22 06:10:56,6.39,95.52
13.05.22 06:30:56,6.43,95.59
13.05.22 06:50:56,6.52,95.71
13.05.22 07:10:56,6.54,95.71
13.05.22 07:30:56,6.81,95.84
13.05.22 07:50:56,6.96,95.90
13.05.22 08:10:56,7.22,95.90
13.05.22 08:30:56,7.40,95.65
13.05.22 08:50:56,7.56,95.69
13.05.22 09:10:56,7.68,95.60
13.05.22 09:30:56,8.07,95.73
13.05.22 09:50:56,8.52,95.70
13.05.22 10:10:56,8.88,95.70
13.05.22 10:30:56,10.20,91.57
13.05.22 10:50:56,10.90,83.49
13.05.22 11:10:56,9.98,87.02
13.05.22 11:30:56,10.98,82.05
13.05.22 11:50:56,11.42,80.04
13.05.22 12:10:56,12.17,74.87
13.05.22 12:30:56,12.46,71.94
13.05.22 12:50:56,13.70,66.18
13.05.22 13:10:56,14.25,59.47
13.05.22 13:30:56,14.12,57.29
13.05.22 13:50:56,14.02,56.10
13.05.22 14:10:56,13.36,57.80
13.05.22 14:30:56,15.78,51.75
13.05.22 14:50:56,14.65,57.79
13.05.22 15:10:56,15.52,53.83
13.05.22 15:30:56,16.18,49.26
13.05.22 15:50:56,15.76,50.57
13.05.22 16:10:56,18.00,45.70
13.05.22 16:30:56,19.12,38.26
13.05.22 16:50:56,15.70,47.52
13.05.22 17:10:56,16.84,42.04
13.05.22 17:30:56,18.70,46.32
13.05.22 17:50:56,15.57,49.43
13.05.22 18:10:56,13.93,53.69
13.05.22 18:30:56,11.72,67.01
13.05.22 18:50:56,11.98,68.43
13.05.22 19:10:56,11.02,72.17
13.05.22 19:30:56,9.74,77.54
13.05.22 19:50:56,8.80,80.49
13.05.22 20:10:56,7.68,85.13
13.05.22 20:30:56,6.84,88.10
13.05.22 20:50:56,6.34,91.12
13.05.22 21:10:56,5.62,91.62
13.05.22 21:30:56,5.30,93.19
13.05.22 21:50:56,4.94,94.32
13.05.22 22:10:56,4.80,95.09
13.05.22 22:30:56,4.75,95.43
13.05.22 22:50:56,4.88,95.51
13.05.22 23:10:56,5.00,95.49
13.05.22 23:30:56,4.86,95.70
13.05.22 23:50:56,4.70,95.86
14.05.22 00:10:56,4.68,96.15
14.05.22 00:30:56,4.54,96.23
14.05.22 00:50:56,4.34,96.49
14.05.22 01:10:56,3.69,96.44
14.05.22 01:30:56,3.76,96.70
14.05.22 01:50:56,3.78,96.75
14.05.22 02:10:56,3.92,96.82
14.05.22 02:30:56,3.83,96.94
14.05.22 02:50:56,3.45,96.95
14.05.22 03:10:56,3.28,97.08
14.05.22 03:30:56,3.04,97.20
14.05.22 03:50:56,2.90,97.31
14.05.22 04:10:56,3.02,97.39
14.05.22 04:30:56,2.97,97.43
14.05.22 04:50:56,3.28,97.51
14.05.22 05:10:56,4.02,97.57
14.05.22 05:30:56,5.58,97.62
14.05.22 05:50:56,7.38,97.53
14.05.22 06:10:56,8.52,95.17
14.05.22 06:30:56,9.48,83.03
14.05.22 06:50:56,10.16,78.67
14.05.22 07:10:56,10.79,74.98
14.05.22 07:30:56,11.38,71.90
14.05.22 07:50:56,12.26,67.14
14.05.22 08:10:56,13.05,63.09
14.05.22 08:30:56,13.30,61.12
14.05.22 08:50:56,14.30,59.12
14.05.22 09:10:56,14.61,56.46
14.05.22 09:30:56,15.12,53.80
14.05.22 09:50:56,15.17,52.46
14.05.22 10:10:56,15.66,50.81
14.05.22 10:30:56,17.32,47.00
14.05.22 10:50:56,16.88,46.66
14.05.22 11:10:56,16.36,46.88
14.05.22 11:30:56,17.92,42.58
14.05.22 11:50:56,18.05,39.28
14.05.22 12:10:56,18.86,37.03
14.05.22 12:30:56,18.84,35.53
14.05.22 12:50:56,20.21,32.83
14.05.22 13:10:56,16.40,42.08
14.05.22 13:30:56,17.72,36.79
14.05.22 13:50:56,18.12,37.67
14.05.22 14:10:56,17.36,37.46
14.05.22 14:30:56,15.67,45.63
14.05.22 14:50:56,17.72,41.40
14.05.22 15:10:56,16.55,43.50
14.05.22 15:30:56,16.16,46.48
14.05.22 15:50:56,19.50,36.12
14.05.22 16:10:56,17.89,39.75
14.05.22 16:30:56,21.68,37.05
14.05.22 16:50:56,16.53,41.87
14.05.22 17:10:56,18.66,35.58
14.05.22 17:30:56,19.18,39.08
14.05.22 17:50:56,15.68,48.86
14.05.22 18:10:56,15.44,51.58
14.05.22 18:30:56,15.03,50.16
14.05.22 18:50:56,14.29,50.43
14.05.22 19:10:56,13.18,55.28
14.05.22 19:30:56,12.20,58.75
14.05.22 19:50:56,10.64,65.89
14.05.22 20:10:56,9.36,72.15
14.05.22 20:30:56,8.42,76.44
14.05.22 20:50:56,7.70,79.63
14.05.22 21:10:56,7.24,81.66
14.05.22 21:30:56,6.89,83.78
14.05.22 21:50:56,6.62,84.69
14.05.22 22:10:56,6.52,86.96
14.05.22 22:30:56,6.48,86.82
14.05.22 22:50:56,6.18,88.12
14.05.22 23:10:56,6.00,89.94
14.05.22 23:30:56,5.66,90.72
14.05.22 23:50:56,5.36,91.95
15.05.22 00:10:56,5.22,92.77
15.05.22 00:30:56,4.83,93.27
15.05.22 00:50:56,4.82,93.86
15.05.22 01:10:56,4.74,94.31
15.05.22 01:30:56,4.68,94.67
15.05.22 01:50:56,4.77,94.54
15.05.22 02:10:56,4.36,94.73
15.05.22 02:30:56,4.08,95.32
15.05.22 02:50:56,3.76,95.70
15.05.22 03:10:56,3.11,95.98
15.05.22 03:30:56,2.78,96.31
15.05.22 03:50:56,2.63,96.41
15.05.22 04:10:56,2.46,96.56
15.05.22 04:30:56,2.41,96.69
15.05.22 04:50:56,2.62,96.80
15.05.22 05:10:56,2.94,96.93
15.05.22 05:30:56,3.84,96.94
15.05.22 05:50:56,5.26,96.84
15.05.22 06:10:56,7.26,95.66
15.05.22 06:30:56,8.76,86.51
15.05.22 06:50:56,9.92,78.92
15.05.22 07:10:56,10.89,74.10
15.05.22 07:30:56,11.58,71.35
15.05.22 07:50:56,12.72,64.93
15.05.22 08:10:56,13.42,61.26
15.05.22 08:30:56,14.42,58.06
15.05.22 08:50:56,14.92,56.45
15.05.22 09:10:56,13.97,56.42
15.05.22 09:30:56,13.92,58.19
15.05.22 09:50:56,14.34,54.15
15.05.22 10:10:56,15.10,50.79
15.05.22 10:30:56,16.40,50.75
15.05.22 10:50:56,15.33,48.28
15.05.22 11:10:56,17.51,43.32
15.05.22 11:30:56,16.98,45.42
15.05.22 11:50:56,16.38,47.70
15.05.22 12:10:56,16.82,44.13
15.05.22 12:30:56,19.91,39.12
15.05.22 12:50:56,17.69,38.66
15.05.22 13:10:56,18.51,38.49
15.05.22 13:30:56,18.94,39.83
15.05.22 13:50:56,20.72,36.56
15.05.22 14:10:56,19.85,36.02
15.05.22 14:30:56,20.63,31.63
15.05.22 14:50:56,20.08,32.88
15.05.22 15:10:56,20.89,34.41
15.05.22 15:30:56,20.06,34.73
15.05.22 15:50:56,16.62,44.36
15.05.22 16:10:56,16.28,48.03
15.05.22 16:30:56,16.24,48.40
15.05.22 16:50:56,16.76,46.52
15.05.22 17:10:56,18.51,39.40
15.05.22 17:30:56,17.00,44.72
15.05.22 17:50:56,15.03,53.02
15.05.22 18:10:56,12.81,65.38
15.05.22 18:30:56,11.64,74.26
15.05.22 18:50:56,11.01,77.54
15.05.22 19:10:56,10.93,77.85
15.05.22 19:30:56,11.24,78.14
15.05.22 19:50:56,10.42,81.17
15.05.22 20:10:56,9.24,85.86
15.05.22 20:30:56,8.50,87.05
15.05.22 20:50:56,7.62,88.34
15.05.22 21:10:56,6.88,91.11
15.05.22 21:30:56,6.36,92.34
15.05.22 21:50:56,5.95,93.36
15.05.22 22:10:56,5.50,93.39
15.05.22 22:30:56,5.25,94.08
15.05.22 22:50:56,4.99,94.25
15.05.22 23:10:56,5.16,94.75
15.05.22 23:30:56,5.29,94.63
15.05.22 23:50:56,4.92,94.31
16.05.22 00:10:56,4.37,94.39
16.05.22 00:30:56,3.94,94.62
16.05.22 00:50:56,3.61,94.80
16.05.22 01:10:56,3.33,94.94
16.05.22 01:30:56,3.10,95.13
16.05.22 01:50:56,3.04,95.21
16.05.22 02:10:56,2.89,95.31
16.05.22 02:30:56,3.13,95.50
16.05.22 02:50:56,3.32,95.60
16.05.22 03:10:56,3.54,95.64
16.05.22 03:30:56,3.60,95.60
16.05.22 03:50:56,3.59,95.72
16.05.22 04:10:56,3.71,95.93
16.05.22 04:30:56,3.93,95.89
16.05.22 04:50:56,4.38,95.92
16.05.22 05:10:56,4.88,95.73
16.05.22 05:30:56,5.53,95.34
16.05.22 05:50:56,6.10,94.70
16.05.22 06:10:56,7.12,93.57
16.05.22 06:30:56,8.37,91.44
16.05.22 06:50:56,9.28,88.05
16.05.22 07:10:56,9.94,84.12
16.05.22 07:30:56,10.46,79.28
16.05.22 07:50:56,11.04,76.33
16.05.22 08:10:56,11.21,76.25
16.05.22 08:30:56,12.24,74.18
16.05.22 08:50:56,13.38,66.30
16.05.22 09:10:56,13.50,65.27
16.05.22 09:30:56,14.06,65.86
16.05.22 09:50:56,14.78,58.83
16.05.22 10:10:56,14.90,57.32
16.05.22 10:30:56,14.30,58.07
16.05.22 10:50:56,15.57,55.82
16.05.22 11:10:56,13.83,60.83
16.05.22 11:30:56,9.88,91.82
16.05.22 11:50:56,12.41,86.83
16.05.22 12:10:56,14.42,76.36
16.05.22 12:30:56,15.94,67.02
16.05.22 12:50:56,14.37,65.04
16.05.22 13:10:56,12.89,63.79
16.05.22 13:30:56,13.37,67.19
16.05.22 13:50:56,11.18,81.42
16.05.22 14:10:56,14.14,68.86
16.05.22 14:30:56,13.40,67.17
16.05.22 14:50:56,13.80,64.59
16.05.22 15:10:56,13.58,65.63
16.05.22 15:30:56,12.67,66.92
16.05.22 15:50:56,12.87,67.07
16.05.22 16:10:56,14.68,61.41
16.05.22 16:30:56,12.80,68.47
16.05.22 16:50:56,12.08,69.65
16.05.22 17:10:56,11.50,73.36
16.05.22 17:30:56,11.52,74.12
16.05.22 17:50:56,11.20,73.97
16.05.22 18:10:56,10.70,77.36
16.05.22 18:30:56,10.84,76.29
16.05.22 18:50:56,10.68,77.30
16.05.22 19:10:56,10.14,80.00
16.05.22 19:30:56,9.92,80.63
16.05.22 19:50:56,9.72,79.37
16.05.22 20:10:56,9.47,80.64
16.05.22 20:30:56,9.21,82.89
16.05.22 20:50:56,9.12,83.35
16.05.22 21:10:56,8.96,84.77
16.05.22 21:30:56,8.90,85.10
16.05.22 21:50:56,8.91,84.44
16.05.22 22:10:56,8.74,85.90
16.05.22 22:30:56,8.89,84.41
16.05.22 22:50:56,8.80,84.76
16.05.22 23:10:56,8.62,86.19
16.05.22 23:30:56,8.42,86.93
16.05.22 23:50:56,8.22,87.87
17.05.22 00:10:56,8.10,88.72
17.05.22 00:30:56,7.95,89.48
17.05.22 00:50:56,7.92,90.84
17.05.22 01:10:56,7.94,91.05
17.05.22 01:30:56,7.91,91.14
17.05.22 01:50:56,7.80,91.62
17.05.22 02:10:56,7.72,92.01
17.05.22 02:30:56,7.67,92.15
17.05.22 02:50:56,7.61,92.34
17.05.22 03:10:56,7.56,91.92
17.05.22 03:30:56,7.44,91.73
17.05.22 03:50:56,7.36,92.30
17.05.22 04:10:56,7.33,92.72
17.05.22 04:30:56,7.40,92.69
17.05.22 04:50:56,7.36,93.26
17.05.22 05:10:56,7.55,93.81
17.05.22 05:30:56,7.62,93.20
17.05.22 05:50:56,7.51,92.44
17.05.22 06:10:56,7.62,92.19
17.05.22 06:30:56,7.93,92.16
17.05.22 06:50:56,7.94,91.53
17.05.22 07:10:56,8.17,90.69
17.05.22 07:30:56,8.80,89.26
17.05.22 07:50:56,10.20,84.87
17.05.22 08:10:56,10.46,78.74
17.05.22 08:30:56,11.04,79.11
17.05.22 08:50:56,11.10,72.66
17.05.22 09:10:56,11.24,73.64
17.05.22 09:30:56,12.44,72.59
17.05.22 09:50:56,12.15,71.57
17.05.22 10:10:56,13.46,64.68
17.05.22 10:30:56,14.03,62.90
17.05.22 10:50:56,12.92,67.11
17.05.22 11:10:56,12.67,64.57
17.05.22 11:30:56,12.98,68.45
17.05.22 11:50:56,13.57,64.82
17.05.22 12:10:56,13.16,65.30
17.05.22 12:30:56,11.40,71.68
17.05.22 12:50:56,11.77,67.39
17.05.22 13:10:56,13.04,62.23
17.05.22 13:30:56,13.17,61.13
17.05.22 13:50:56,14.98,57.09
17.05.22 14:10:56,14.54,55.18
17.05.22 14:30:56,14.84,53.46
17.05.22 14:50:56,15.18,53.66
17.05.22 15:10:56,14.70,55.23
17.05.22 15:30:56,14.41,58.89
17.05.22 15:50:56,13.95,56.39
17.05.22 16:10:56,13.83,56.43
17.05.22 16:30:56,14.21,54.70
17.05.22 16:50:56,19.90,43.92
17.05.22 17:10:56,16.39,48.67
17.05.22 17:30:56,16.39,53.13
17.05.22 17:50:56,15.54,51.01
17.05.22 18:10:56,14.39,54.64
17.05.22 18:30:56,14.49,56.32
17.05.22 18:50:56,13.93,60.40
17.05.22 19:10:56,12.39,66.70
17.05.22 19:30:56,11.97,69.15
17.05.22 19:50:56,11.48,72.68
17.05.22 20:10:56,10.68,76.89
17.05.22 20:30:56,9.82,80.55
17.05.22 20:50:56,9.90,82.27
17.05.22 21:10:56,9.36,84.68
17.05.22 21:30:56,8.45,87.66
17.05.22 21:50:56,7.77,91.10
17.05.22 22:10:56,7.25,92.72
17.05.22 22:30:56,6.92,93.72
17.05.22 22:50:56,6.66,94.50
17.05.22 23:10:56,7.16,95.28
17.05.22 23:30:56,7.72,95.24
17.05.22 23:50:56,8.42,95.35
18.05.22 00:10:56,9.02,94.83
18.05.22 00:30:56,9.18,93.35
18.05.22 00:50:56,9.06,93.88
18.05.22 01:10:56,8.87,94.76
18.05.22 01:30:56,8.76,94.76
18.05.22 01:50:56,8.48,94.91
18.05.22 02:10:56,8.28,95.06
18.05.22 02:30:56,8.16,95.25
18.05.22 02:50:56,7.90,95.18
18.05.22 03:10:56,7.62,94.88
18.05.22 03:30:56,7.40,94.65
18.05.22 03:50:56,7.18,93.89
18.05.22 04:10:56,7.09,93.56
18.05.22 04:30:56,7.10,92.96
18.05.22 04:50:56,7.08,92.70
18.05.22 05:10:56,6.89,93.21
18.05.22 05:30:56,6.89,92.60
18.05.22 05:50:56,6.90,91.64
18.05.22 06:10:56,6.86,91.48
18.05.22 06:30:56,6.98,90.95
18.05.22 06:50:56,7.21,88.65
18.05.22 07:10:56,7.66,86.33
18.05.22 07:30:56,7.81,84.79
18.05.22 07:50:56,8.28,82.33
18.05.22 08:10:56,8.98,79.69
18.05.22 08:30:56,9.92,77.25
18.05.22 08:50:56,9.80,73.49
18.05.22 09:10:56,10.49,74.61
18.05.22 09:30:56,10.46,72.42
18.05.22 09:50:56,10.38,70.04
18.05.22 10:10:56,10.62,69.32
18.05.22 10:30:56,10.30,69.74
18.05.22 10:50:56,10.20,69.27
18.05.22 11:10:56,9.73,70.45
18.05.22 11:30:56,10.27,69.20
18.05.22 11:50:56,10.67,68.76
18.05.22 12:10:56,10.87,66.68
18.05.22 12:30:56,10.58,66.03
18.05.22 12:50:56,10.40,66.31
18.05.22 13:10:56,10.54,66.56
18.05.22 13:30:56,9.90,69.19
18.05.22 13:50:56,10.50,65.61
18.05.22 14:10:56,12.41,55.70
18.05.22 14:30:56,11.34,59.89
18.05.22 14:50:56,13.62,51.20
18.05.22 15:10:56,13.43,56.34
18.05.22 15:30:56,12.68,55.11
18.05.22 15:50:56,13.42,51.21
18.05.22 16:10:56,10.65,66.67
18.05.22 16:30:56,14.84,51.43
18.05.22 16:50:56,11.65,55.53
18.05.22 17:10:56,11.17,58.74
18.05.22 17:30:56,11.26,55.23
18.05.22 17:50:56,14.88,43.05
18.05.22 18:10:56,11.40,52.84
18.05.22 18:30:56,10.22,61.76
18.05.22 18:50:56,9.79,67.69
18.05.22 19:10:56,9.32,71.30
18.05.22 19:30:56,8.86,75.38
18.05.22 19:50:56,7.97,80.12
18.05.22 20:10:56,7.83,82.84
18.05.22 20:30:56,7.51,84.88
18.05.22 20:50:56,7.36,86.25
18.05.22 21:10:56,8.06,78.76
18.05.22 21:30:56,7.47,83.79
18.05.22 21:50:56,6.74,89.21
18.05.22 22:10:56,6.40,91.92
18.05.22 22:30:56,5.94,93.51
18.05.22 22:50:56,5.85,94.19
18.05.22 23:10:56,5.70,94.77
18.05.22 23:30:56,5.64,95.07
18.05.22 23:50:56,5.59,95.33
19.05.22 00:10:56,5.56,95.52
19.05.22 00:30:56,5.74,95.60
19.05.22 00:50:56,5.90,94.95
19.05.22 01:10:56,5.72,94.95
19.05.22 01:30:56,5.59,95.21
19.05.22 01:50:56,5.44,95.61
19.05.22 02:10:56,5.50,95.88
19.05.22 02:30:56,5.58,96.05
19.05.22 02:50:56,5.64,96.14
19.05.22 03:10:56,5.63,96.21
19.05.22 03:30:56,5.50,96.27
19.05.22 03:50:56,5.03,96.14
19.05.22 04:10:56,4.93,96.21
19.05.22 04:30:56,4.38,96.45
19.05.22 04:50:56,4.38,96.65
19.05.22 05:10:56,4.52,96.76
19.05.22 05:30:56,4.69,96.83
19.05.22 05:50:56,5.06,96.84
19.05.22 06:10:56,5.72,96.73
19.05.22 06:30:56,6.30,95.90
19.05.22 06:50:56,6.42,94.89
19.05.22 07:10:56,7.08,88.96
19.05.22 07:30:56,6.92,87.34
19.05.22 07:50:56,6.78,89.11
19.05.22 08:10:56,7.44,86.59
19.05.22 08:30:56,7.70,82.38
19.05.22 08:50:56,8.00,81.22
19.05.22 09:10:56,8.64,76.05
19.05.22 09:30:56,6.26,85.47
19.05.22 09:50:56,6.20,82.30
19.05.22 10:10:56,8.64,74.62
19.05.22 10:30:56,6.54,86.42
19.05.22 10:50:56,8.98,75.79
19.05.22 11:10:56,10.12,63.52
19.05.22 11:30:56,10.42,55.28
19.05.22 11:50:56,9.76,58.75
19.05.22 12:10:56,12.58,48.82
19.05.22 12:30:56,12.88,44.38
19.05.22 12:50:56,11.46,49.01
19.05.22 13:10:56,11.13,61.00
19.05.22 13:30:56,10.58,57.90
19.05.22 13:50:56,10.48,64.71
19.05.22 14:10:56,11.52,52.67
19.05.22 14:30:56,10.10,59.80
19.05.22 14:50:56,14.16,50.63
19.05.22 15:10:56,11.19,50.90
19.05.22 15:30:56,11.52,57.10
19.05.22 15:50:56,12.65,48.06
19.05.22 16:10:56,10.37,54.11
19.05.22 16:30:56,14.12,48.25
19.05.22 16:50:56,15.32,40.75
19.05.22 17:10:56,11.08,55.92
19.05.22 17:30:56,10.34,65.38
19.05.22 17:50:56,10.74,62.78
19.05.22 18:10:56,9.30,63.64
19.05.22 18:30:56,6.58,81.70
19.05.22 18:50:56,7.36,81.72
19.05.22 19:10:56,5.86,87.57
19.05.22 19:30:56,5.32,88.90
19.05.22 19:50:56,4.50,91.40
19.05.22 20:10:56,3.96,92.34
19.05.22 20:30:56,3.56,92.68
19.05.22 20:50:56,3.02,93.33
19.05.22 21:10:56,2.56,93.36
19.05.22 21:30:56,2.56,94.05
19.05.22 21:50:56,3.62,94.68
19.05.22 22:10:56,3.92,94.56
19.05.22 22:30:56,3.30,94.30
19.05.22 22:50:56,3.06,95.02
19.05.22 23:10:56,2.76,95.23
19.05.22 23:30:56,2.70,95.41
19.05.22 23:50:56,2.84,95.49
20.05.22 00:10:56,2.92,95.57
20.05.22 00:30:56,3.14,95.72
20.05.22 00:50:56,3.12,95.72
20.05.22 01:10:56,3.06,95.75
20.05.22 01:30:56,3.16,95.80
20.05.22 01:50:56,3.08,95.80
20.05.22 02:10:56,2.96,95.92
20.05.22 02:30:56,2.90,95.95
20.05.22 02:50:56,2.88,95.99
20.05.22 03:10:56,2.92,96.10
20.05.22 03:30:56,2.81,96.14
20.05.22 03:50:56,2.80,96.26
20.05.22 04:10:56,3.01,96.08
20.05.22 04:30:56,3.23,95.43
20.05.22 04:50:56,3.18,94.14
20.05.22 05:10:56,2.51,95.84
20.05.22 05:30:56,2.68,96.57
20.05.22 05:50:56,2.37,96.87
20.05.22 06:10:56,3.10,97.10
20.05.22 06:30:56,3.90,97.01
20.05.22 06:50:56,4.62,96.62
20.05.22 07:10:56,4.73,96.60
20.05.22 07:30:56,4.75,95.87
20.05.22 07:50:56,5.52,94.69
20.05.22 08:10:56,6.75,90.10
20.05.22 08:30:56,7.47,75.80
20.05.22 08:50:56,7.48,70.08
20.05.22 09:10:56,6.83,72.34
20.05.22 09:30:56,7.45,67.06
20.05.22 09:50:56,7.26,67.93
20.05.22 10:10:56,7.36,66.87
20.05.22 10:30:56,7.84,61.30
20.05.22 10:50:56,6.96,89.65
20.05.22 11:10:56,5.85,77.23
20.05.22 11:30:56,7.24,79.63
20.05.22 11:50:56,9.31,71.22
20.05.22 12:10:56,9.95,62.50
20.05.22 12:30:56,10.94,53.44
20.05.22 12:50:56,10.56,60.03
20.05.22 13:10:56,11.62,61.05
20.05.22 13:30:56,10.77,52.05
20.05.22 13:50:56,9.54,59.33
20.05.22 14:10:56,13.08,45.69
20.05.22 14:30:56,12.88,43.25
20.05.22 14:50:56,6.74,71.55
20.05.22 15:10:56,10.36,67.28
20.05.22 15:30:56,11.58,56.78
20.05.22 15:50:56,13.41,52.76
20.05.22 16:10:56,10.18,51.00
20.05.22 16:30:56,12.08,50.87
20.05.22 16:50:56,15.31,44.43
20.05.22 17:10:56,15.83,43.89
20.05.22 17:30:56,14.24,45.99
20.05.22 17:50:56,10.18,57.22
20.05.22 18:10:56,8.44,60.41
20.05.22 18:30:56,7.38,65.62
20.05.22 18:50:56,7.00,66.80
20.05.22 19:10:56,6.62,68.71
20.05.22 19:30:56,5.65,75.53
20.05.22 19:50:56,5.20,81.44
20.05.22 20:10:56,5.18,80.93
20.05.22 20:30:56,4.25,85.30
20.05.22 20:50:56,2.90,90.16
20.05.22 21:10:56,2.44,92.54
20.05.22 21:30:56,2.65,93.13
20.05.22 21:50:56,2.26,93.13
20.05.22 22:10:56,1.38,93.73
20.05.22 22:30:56,0.86,94.37
20.05.22 22:50:56,0.50,94.56
20.05.22 23:10:56,0.62,94.86
20.05.22 23:30:56,0.44,94.74
20.05.22 23:50:56,-0.07,95.16
21.05.22 00:10:56,0.02,95.35
21.05.22 00:30:56,0.20,95.21
21.05.22 00:50:56,0.44,94.84
21.05.22 01:10:56,0.69,94.61
21.05.22 01:30:56,0.36,94.33
21.05.22 01:50:56,-0.09,94.67
21.05.22 02:10:56,-0.50,95.16
21.05.22 02:30:56,-0.87,95.59
21.05.22 02:50:56,-1.29,95.95
21.05.22 03:10:56,-1.12,96.28
21.05.22 03:30:56,-1.12,96.38
21.05.22 03:50:56,-1.06,96.49
21.05.22 04:10:56,-1.08,96.53
21.05.22 04:30:56,-0.90,96.60
21.05.22 04:50:56,-0.47,96.53
21.05.22 05:10:56,-0.30,96.39
21.05.22 05:30:56,0.96,96.38
21.05.22 05:50:56,2.08,94.99
21.05.22 06:10:56,2.78,92.82
21.05.22 06:30:56,3.60,88.98
21.05.22 06:50:56,4.53,87.22
21.05.22 07:10:56,4.94,82.62
21.05.22 07:30:56,5.31,79.95
21.05.22 07:50:56,5.60,78.20
21.05.22 08:10:56,6.49,75.63
21.05.22 08:30:56,7.04,67.15
21.05.22 08:50:56,7.02,64.87
21.05.22 09:10:56,8.40,58.47
21.05.22 09:30:56,8.19,56.67
21.05.22 09:50:56,7.62,56.93
21.05.22 10:10:56,8.88,53.95
21.05.22 10:30:56,8.75,50.98
21.05.22 10:50:56,8.78,50.62
21.05.22 11:10:56,9.31,49.33
21.05.22 11:30:56,10.03,45.12
21.05.22 11:50:56,9.68,47.48
21.05.22 12:10:56,9.92,44.80
21.05.22 12:30:56,11.42,42.42
21.05.22 12:50:56,11.45,42.62
21.05.22 13:10:56,11.54,41.78
21.05.22 13:30:56,10.72,43.31
21.05.22 13:50:56,11.92,39.33
21.05.22 14:10:56,12.53,38.47
21.05.22 14:30:56,12.96,34.76
21.05.22 14:50:56,11.48,38.14
21.05.22 15:10:56,12.58,37.04
21.05.22 15:30:56,12.72,37.79
21.05.22 15:50:56,14.00,38.08
21.05.22 16:10:56,13.08,40.98
21.05.22 16:30:56,12.88,43.94
21.05.22 16:50:56,12.06,39.88
21.05.22 17:10:56,11.82,45.38
21.05.22 17:30:56,12.24,38.34
21.05.22 17:50:56,11.36,41.25
21.05.22 18:10:56,10.31,45.38
21.05.22 18:30:56,9.22,48.80
21.05.22 18:50:56,8.57,49.05
21.05.22 19:10:56,7.66,52.18
21.05.22 19:30:56,7.01,56.04
21.05.22 19:50:56,6.58,56.39
21.05.22 20:10:56,6.10,58.60
21.05.22 20:30:56,5.76,61.21
21.05.22 20:50:56,5.60,59.27
21.05.22 21:10:56,5.32,65.25
21.05.22 21:30:56,4.64,71.33
21.05.22 21:50:56,4.42,71.92
21.05.22 22:10:56,4.26,73.06
21.05.22 22:30:56,4.00,72.98
21.05.22 22:50:56,3.72,75.45
21.05.22 23:10:56,3.47,76.39
21.05.22 23:30:56,3.20,77.60
21.05.22 23:50:56,3.40,75.01
22.05.22 00:10:56,3.32,75.48
22.05.22 00:30:56,3.16,75.82
22.05.22 00:50:56,2.63,79.49
22.05.22 01:10:56,1.82,84.05
22.05.22 01:30:56,1.50,84.84
22.05.22 01:50:56,0.83,86.92
22.05.22 02:10:56,0.16,89.24
22.05.22 02:30:56,-0.38,90.76
22.05.22 02:50:56,-0.46,91.87
22.05.22 03:10:56,-0.28,91.77
22.05.22 03:30:56,-0.10,91.84
22.05.22 03:50:56,0.16,91.05
22.05.22 04:10:56,0.34,91.68
22.05.22 04:30:56,0.70,91.11
22.05.22 04:50:56,1.28,88.34
22.05.22 05:10:56,1.74,85.36
22.05.22 05:30:56,2.42,83.88
22.05.22 05:50:56,2.78,80.15
22.05.22 06:10:56,3.48,78.48
22.05.22 06:30:56,3.86,74.62
22.05.22 06:50:56,4.06,72.26
